wrinkle,tone,elasticity,moisture,skinage
21 ,24 ,38 ,36 ,55 
25 ,23 ,29 ,33 ,73 
42 ,50 ,37 ,48 ,49 
26 ,30 ,27 ,28 ,73 
36 ,45 ,44 ,49 ,49 
18 ,21 ,22 ,20 ,65 
43 ,51 ,38 ,40 ,48 
32 ,39 ,29 ,41 ,60 
59 ,63 ,56 ,60 ,44 
36 ,35 ,32 ,31 ,59 
86 ,81 ,78 ,71 ,24 
50 ,54 ,56 ,58 ,40 
56 ,46 ,52 ,50 ,36 
46 ,46 ,41 ,46 ,49 
39 ,46 ,39 ,42 ,47 
50 ,62 ,51 ,51 ,39 
45 ,52 ,57 ,62 ,39 
59 ,64 ,69 ,63 ,29 
32 ,32 ,28 ,31 ,56 
38 ,45 ,35 ,31 ,62 
68 ,62 ,67 ,66 ,31 
73 ,73 ,73 ,80 ,20 
29 ,22 ,22 ,28 ,70 
49 ,53 ,53 ,47 ,35 
51 ,53 ,61 ,60 ,41 
58 ,60 ,62 ,64 ,26 
46 ,51 ,48 ,40 ,51 
20 ,31 ,19 ,26 ,69 
60 ,53 ,51 ,52 ,39 
52 ,61 ,52 ,55 ,40 
70 ,69 ,72 ,71 ,15 
27 ,30 ,32 ,26 ,74 
31 ,32 ,32 ,30 ,56 
48 ,51 ,59 ,60 ,39 
28 ,28 ,24 ,31 ,73 
72 ,76 ,74 ,76 ,20 
75 ,77 ,67 ,83 ,20 
70 ,82 ,79 ,80 ,23 
74 ,79 ,81 ,76 ,22 
52 ,52 ,42 ,46 ,53 
24 ,24 ,20 ,17 ,66 
27 ,28 ,30 ,24 ,72 
44 ,49 ,42 ,41 ,49 
84 ,74 ,73 ,77 ,22 
78 ,82 ,80 ,73 ,23 
36 ,34 ,38 ,32 ,60 
72 ,77 ,70 ,80 ,20 
63 ,53 ,67 ,52 ,44 
44 ,43 ,40 ,42 ,47 
26 ,34 ,43 ,38 ,60 
70 ,70 ,51 ,59 ,27 
69 ,56 ,81 ,67 ,33 
55 ,67 ,56 ,47 ,41 
52 ,37 ,37 ,51 ,49 
43 ,57 ,60 ,52 ,38 
44 ,58 ,38 ,39 ,50 
54 ,38 ,52 ,42 ,52 
47 ,41 ,44 ,47 ,50 
31 ,35 ,30 ,28 ,56 
52 ,57 ,54 ,58 ,40 
51 ,52 ,58 ,55 ,39 
48 ,31 ,35 ,31 ,61 
58 ,58 ,51 ,59 ,41 
50 ,42 ,40 ,41 ,48 
23 ,37 ,25 ,22 ,72 
35 ,35 ,44 ,37 ,63 
58 ,56 ,59 ,53 ,42 
74 ,70 ,78 ,73 ,19 
80 ,78 ,73 ,79 ,23 
74 ,69 ,76 ,76 ,19 
30 ,30 ,30 ,26 ,74 
32 ,35 ,33 ,33 ,58 
29 ,27 ,24 ,30 ,73 
39 ,36 ,35 ,35 ,61 
32 ,26 ,27 ,30 ,74 
33 ,27 ,16 ,23 ,70 
60 ,56 ,55 ,56 ,42 
37 ,38 ,42 ,52 ,47 
73 ,75 ,77 ,79 ,21 
78 ,62 ,74 ,70 ,16 
72 ,81 ,76 ,77 ,22 
72 ,67 ,70 ,70 ,35 
61 ,53 ,46 ,53 ,38 
47 ,35 ,35 ,38 ,64 
36 ,31 ,20 ,17 ,71 
25 ,28 ,28 ,26 ,72 
45 ,51 ,51 ,44 ,53 
22 ,21 ,35 ,27 ,71 
79 ,79 ,70 ,81 ,22 
39 ,35 ,32 ,41 ,62 
55 ,68 ,60 ,50 ,43 
25 ,18 ,29 ,25 ,69 
72 ,75 ,75 ,76 ,20 
73 ,76 ,79 ,81 ,22 
68 ,81 ,79 ,80 ,22 
42 ,54 ,54 ,45 ,54 
23 ,39 ,29 ,35 ,57 
21 ,19 ,32 ,24 ,69 
23 ,26 ,22 ,28 ,70 
47 ,41 ,48 ,42 ,49 
51 ,54 ,50 ,37 ,53 
22 ,24 ,28 ,29 ,71 
68 ,77 ,71 ,70 ,17 
59 ,49 ,51 ,58 ,39 
70 ,73 ,79 ,82 ,21 
58 ,51 ,49 ,62 ,40 
24 ,29 ,19 ,25 ,69 
52 ,52 ,48 ,49 ,35 
30 ,33 ,39 ,37 ,60 
39 ,38 ,40 ,43 ,65 
44 ,39 ,47 ,42 ,48 
71 ,77 ,81 ,78 ,22 
85 ,77 ,76 ,73 ,23 
44 ,44 ,52 ,34 ,48 
64 ,56 ,63 ,67 ,28 
55 ,51 ,51 ,67 ,41 
19 ,25 ,34 ,17 ,69 
78 ,74 ,84 ,68 ,21 
72 ,62 ,68 ,63 ,31 
32 ,33 ,39 ,32 ,59 
67 ,80 ,67 ,72 ,17 
45 ,59 ,53 ,66 ,41 
47 ,49 ,54 ,43 ,53 
30 ,41 ,45 ,49 ,46 
74 ,75 ,72 ,84 ,21 
38 ,31 ,46 ,31 ,62 
64 ,64 ,64 ,62 ,28 
66 ,75 ,74 ,70 ,16 
44 ,39 ,44 ,45 ,48 
85 ,81 ,68 ,69 ,21 
55 ,61 ,52 ,53 ,40 
71 ,70 ,62 ,70 ,33 
76 ,79 ,71 ,79 ,21 
52 ,56 ,52 ,59 ,40 
49 ,64 ,55 ,57 ,41 
73 ,69 ,72 ,77 ,18 
66 ,71 ,58 ,65 ,30 
75 ,76 ,76 ,73 ,20 
34 ,42 ,52 ,51 ,50 
23 ,31 ,20 ,26 ,70 
24 ,27 ,21 ,30 ,71 
66 ,62 ,63 ,67 ,30 
31 ,41 ,32 ,36 ,60 
53 ,56 ,57 ,62 ,42 
28 ,24 ,21 ,24 ,69 
37 ,35 ,29 ,28 ,57 
29 ,27 ,18 ,25 ,70 
68 ,78 ,78 ,77 ,20 
52 ,51 ,39 ,39 ,50 
47 ,40 ,40 ,42 ,47 
41 ,49 ,42 ,48 ,50 
47 ,45 ,50 ,50 ,53 
20 ,21 ,30 ,24 ,69 
27 ,23 ,29 ,31 ,73 
37 ,31 ,40 ,33 ,60 
23 ,26 ,24 ,24 ,69 
67 ,69 ,65 ,65 ,12 
26 ,28 ,19 ,26 ,70 
58 ,68 ,61 ,49 ,24 
63 ,69 ,72 ,73 ,34 
42 ,44 ,42 ,52 ,50 
70 ,75 ,76 ,72 ,18 
67 ,71 ,56 ,67 ,30 
41 ,46 ,53 ,52 ,53 
48 ,52 ,50 ,62 ,38 
48 ,59 ,53 ,45 ,56 
41 ,46 ,50 ,45 ,50 
82 ,69 ,76 ,74 ,20 
41 ,38 ,45 ,41 ,46 
48 ,53 ,38 ,44 ,51 
67 ,63 ,57 ,74 ,30 
63 ,59 ,64 ,52 ,45 
36 ,53 ,47 ,34 ,48 
71 ,81 ,77 ,74 ,21 
75 ,78 ,77 ,75 ,21 
42 ,48 ,39 ,46 ,49 
65 ,71 ,75 ,85 ,19 
52 ,57 ,52 ,49 ,37 
42 ,50 ,46 ,44 ,50 
30 ,32 ,28 ,21 ,73 
54 ,46 ,51 ,41 ,53 
67 ,69 ,81 ,68 ,16 
53 ,62 ,50 ,42 ,37 
56 ,51 ,48 ,55 ,38 
36 ,29 ,34 ,30 ,57 
26 ,20 ,22 ,19 ,66 
72 ,80 ,77 ,77 ,22 
75 ,77 ,75 ,71 ,20 
75 ,76 ,73 ,67 ,18 
80 ,75 ,71 ,76 ,21 
48 ,45 ,57 ,40 ,52 
44 ,46 ,51 ,42 ,51 
60 ,62 ,64 ,70 ,29 
62 ,74 ,58 ,60 ,28 
48 ,56 ,55 ,56 ,39 
59 ,54 ,53 ,60 ,42 
71 ,74 ,76 ,83 ,21 
71 ,70 ,65 ,68 ,33 
30 ,34 ,30 ,36 ,57 
70 ,77 ,80 ,69 ,19 
57 ,57 ,58 ,52 ,41 
48 ,48 ,43 ,46 ,51 
24 ,13 ,17 ,26 ,65 
56 ,62 ,65 ,63 ,26 
51 ,56 ,52 ,53 ,38 
42 ,48 ,42 ,44 ,49 
73 ,73 ,76 ,65 ,17 
72 ,55 ,58 ,57 ,25 
49 ,49 ,48 ,49 ,54 
23 ,24 ,30 ,21 ,69 
70 ,69 ,70 ,73 ,16 
63 ,57 ,54 ,49 ,41 
62 ,65 ,66 ,71 ,31 
70 ,65 ,81 ,73 ,17 
52 ,54 ,53 ,54 ,38 
54 ,56 ,47 ,57 ,39 
20 ,27 ,22 ,21 ,68 
76 ,82 ,86 ,71 ,24 
42 ,34 ,37 ,31 ,61 
58 ,58 ,62 ,47 ,41 
71 ,68 ,76 ,77 ,18 
49 ,47 ,57 ,59 ,38 
24 ,31 ,23 ,31 ,72 
45 ,43 ,43 ,52 ,51 
59 ,54 ,58 ,56 ,42 
23 ,28 ,26 ,23 ,70 
79 ,74 ,77 ,65 ,19 
58 ,55 ,52 ,54 ,40 
73 ,76 ,71 ,76 ,19 
76 ,70 ,72 ,74 ,18 
83 ,71 ,73 ,72 ,20 
26 ,36 ,34 ,32 ,57 
70 ,81 ,77 ,73 ,20 
79 ,73 ,77 ,77 ,22 
53 ,54 ,58 ,62 ,42 
23 ,25 ,30 ,21 ,70 
24 ,36 ,25 ,23 ,72 
57 ,54 ,54 ,56 ,40 
24 ,37 ,26 ,37 ,56 
27 ,24 ,23 ,24 ,70 
55 ,55 ,48 ,56 ,39 
81 ,74 ,77 ,76 ,22 
41 ,39 ,29 ,42 ,63 
57 ,60 ,55 ,45 ,40 
26 ,24 ,21 ,20 ,68 
53 ,56 ,62 ,63 ,43 
20 ,20 ,28 ,32 ,70 
27 ,25 ,23 ,19 ,69 
45 ,30 ,42 ,32 ,62 
55 ,50 ,49 ,46 ,55 
25 ,28 ,18 ,25 ,69 
67 ,63 ,71 ,61 ,30 
69 ,66 ,65 ,64 ,31 
62 ,74 ,64 ,62 ,31 
58 ,57 ,53 ,53 ,40 
34 ,24 ,33 ,38 ,57 
44 ,40 ,37 ,28 ,62 
73 ,70 ,76 ,74 ,18 
57 ,63 ,68 ,75 ,31 
28 ,35 ,35 ,29 ,57 
71 ,73 ,58 ,76 ,14 
32 ,32 ,37 ,38 ,60 
23 ,27 ,28 ,22 ,70 
51 ,49 ,45 ,46 ,52 
73 ,72 ,65 ,72 ,36 
79 ,81 ,73 ,75 ,22 
31 ,24 ,33 ,26 ,73 
79 ,74 ,82 ,76 ,23 
75 ,75 ,76 ,72 ,19 
29 ,27 ,34 ,38 ,57 
24 ,31 ,21 ,30 ,72 
53 ,67 ,59 ,61 ,45 
47 ,43 ,40 ,48 ,49 
17 ,31 ,27 ,29 ,71 
63 ,63 ,74 ,61 ,30 
51 ,61 ,46 ,53 ,38 
64 ,60 ,71 ,70 ,32 
80 ,71 ,67 ,77 ,19 
49 ,47 ,50 ,45 ,53 
43 ,36 ,35 ,41 ,64 
44 ,36 ,43 ,46 ,47 
44 ,41 ,37 ,30 ,63 
52 ,49 ,38 ,47 ,52 
64 ,59 ,66 ,66 ,29 
46 ,55 ,54 ,49 ,36 
31 ,41 ,47 ,36 ,64 
35 ,40 ,27 ,35 ,59 
41 ,35 ,38 ,36 ,63 
58 ,70 ,60 ,62 ,27 
45 ,34 ,45 ,53 ,49 
71 ,75 ,77 ,71 ,19 
48 ,39 ,41 ,45 ,48 
62 ,63 ,66 ,68 ,29 
27 ,23 ,25 ,29 ,71 
34 ,38 ,35 ,32 ,59 
71 ,86 ,83 ,77 ,24 
65 ,67 ,70 ,70 ,33 
62 ,68 ,59 ,68 ,29 
37 ,50 ,49 ,53 ,52 
44 ,42 ,43 ,49 ,50 
35 ,38 ,24 ,28 ,56 
39 ,39 ,30 ,35 ,61 
62 ,61 ,56 ,54 ,23 
54 ,65 ,76 ,73 ,32 
61 ,61 ,54 ,56 ,43 
35 ,40 ,34 ,35 ,61 
18 ,29 ,23 ,24 ,68 
17 ,30 ,26 ,27 ,70 
22 ,28 ,27 ,26 ,71 
30 ,26 ,28 ,22 ,71 
85 ,72 ,77 ,72 ,21 
42 ,53 ,57 ,55 ,37 
53 ,62 ,58 ,62 ,24 
27 ,35 ,36 ,41 ,60 
26 ,47 ,36 ,41 ,62 
36 ,27 ,30 ,28 ,75 
56 ,49 ,52 ,64 ,40 
45 ,45 ,42 ,46 ,49 
48 ,49 ,45 ,43 ,51 
24 ,32 ,30 ,28 ,73 
36 ,32 ,33 ,31 ,58 
47 ,50 ,51 ,47 ,54 
49 ,48 ,58 ,54 ,37 
53 ,45 ,54 ,49 ,55 
24 ,18 ,18 ,25 ,66 
78 ,70 ,78 ,77 ,21 
35 ,36 ,34 ,31 ,59 
24 ,38 ,31 ,36 ,57 
25 ,25 ,28 ,24 ,70 
22 ,34 ,32 ,22 ,72 
85 ,64 ,72 ,75 ,19 
52 ,57 ,55 ,58 ,40 
44 ,52 ,38 ,50 ,51 
28 ,40 ,34 ,41 ,61 
64 ,75 ,70 ,57 ,32 
32 ,33 ,40 ,34 ,60 
61 ,55 ,57 ,53 ,42 
81 ,70 ,79 ,68 ,19 
29 ,21 ,26 ,24 ,70 
59 ,60 ,62 ,71 ,28 
22 ,24 ,36 ,19 ,70 
72 ,80 ,82 ,68 ,21 
28 ,21 ,24 ,26 ,70 
64 ,78 ,87 ,82 ,23 
26 ,21 ,25 ,31 ,71 
72 ,85 ,83 ,74 ,23 
63 ,56 ,50 ,50 ,40 
56 ,52 ,59 ,50 ,40 
39 ,48 ,53 ,46 ,52 
26 ,22 ,28 ,19 ,69 
74 ,76 ,74 ,78 ,20 
49 ,50 ,61 ,65 ,41 
28 ,38 ,43 ,36 ,61 
64 ,65 ,61 ,59 ,27 
34 ,30 ,27 ,29 ,55 
31 ,24 ,27 ,17 ,70 
67 ,78 ,75 ,78 ,19 
33 ,37 ,37 ,31 ,59 
61 ,81 ,71 ,83 ,19 
66 ,63 ,62 ,59 ,28 
65 ,54 ,49 ,48 ,39 
70 ,76 ,70 ,74 ,17 
53 ,62 ,66 ,63 ,46 
40 ,55 ,45 ,55 ,54 
26 ,26 ,25 ,23 ,70 
43 ,36 ,42 ,43 ,46 
54 ,64 ,61 ,55 ,23 
58 ,50 ,54 ,58 ,40 
70 ,54 ,44 ,56 ,41 
53 ,54 ,54 ,62 ,40 
34 ,32 ,37 ,31 ,58 
39 ,31 ,34 ,35 ,60 
31 ,33 ,35 ,39 ,60 
56 ,56 ,56 ,56 ,41 
75 ,78 ,73 ,68 ,18 
69 ,65 ,65 ,61 ,30 
53 ,60 ,52 ,54 ,40 
79 ,74 ,69 ,84 ,22 
35 ,29 ,35 ,42 ,60 
74 ,78 ,88 ,74 ,24 
75 ,68 ,75 ,71 ,17 
60 ,61 ,66 ,68 ,29 
22 ,13 ,21 ,36 ,68 
74 ,74 ,72 ,75 ,19 
68 ,66 ,66 ,65 ,31 
63 ,80 ,75 ,67 ,16 
25 ,22 ,23 ,28 ,70 
85 ,85 ,74 ,72 ,24 
60 ,50 ,62 ,55 ,42 
36 ,35 ,36 ,24 ,58 
52 ,65 ,60 ,60 ,44 
26 ,24 ,19 ,19 ,67 
53 ,64 ,69 ,61 ,27 
73 ,67 ,62 ,67 ,32 
52 ,56 ,42 ,55 ,36 
73 ,66 ,69 ,76 ,16 
61 ,53 ,51 ,53 ,40 
35 ,36 ,38 ,34 ,60 
59 ,70 ,69 ,62 ,30 
80 ,75 ,84 ,72 ,23 
33 ,37 ,28 ,22 ,75 
83 ,74 ,74 ,72 ,21 
63 ,80 ,72 ,70 ,16 
64 ,69 ,64 ,61 ,30 
48 ,59 ,54 ,57 ,39 
39 ,50 ,42 ,42 ,48 
17 ,21 ,30 ,28 ,69 
35 ,31 ,41 ,43 ,62 
17 ,31 ,28 ,25 ,70 
71 ,75 ,67 ,78 ,18 
48 ,54 ,42 ,48 ,53 
74 ,71 ,77 ,78 ,20 
77 ,74 ,75 ,85 ,23 
80 ,81 ,79 ,76 ,24 
34 ,53 ,42 ,35 ,46 
73 ,81 ,80 ,90 ,26 
56 ,51 ,56 ,58 ,40 
17 ,18 ,20 ,27 ,66 
54 ,51 ,54 ,64 ,41 
35 ,30 ,38 ,34 ,59 
31 ,38 ,35 ,30 ,58 
57 ,48 ,43 ,37 ,51 
20 ,33 ,25 ,21 ,70 
43 ,44 ,32 ,39 ,44 
24 ,28 ,30 ,26 ,72 
32 ,44 ,42 ,38 ,64 
60 ,64 ,60 ,72 ,29 
53 ,51 ,52 ,52 ,37 
69 ,63 ,55 ,63 ,28 
59 ,66 ,62 ,74 ,30 
64 ,70 ,71 ,66 ,33 
35 ,46 ,38 ,49 ,47 
55 ,63 ,53 ,61 ,43 
44 ,34 ,43 ,40 ,45 
34 ,35 ,40 ,33 ,60 
21 ,25 ,21 ,18 ,66 
22 ,22 ,24 ,24 ,68 
69 ,65 ,65 ,58 ,29 
43 ,49 ,45 ,50 ,52 
26 ,30 ,37 ,31 ,56 
36 ,35 ,40 ,38 ,62 
54 ,55 ,46 ,56 ,38 
75 ,75 ,73 ,78 ,20 
53 ,52 ,63 ,55 ,41 
34 ,38 ,37 ,41 ,62 
30 ,22 ,24 ,30 ,71 
34 ,27 ,24 ,30 ,74 
23 ,25 ,31 ,24 ,71 
70 ,66 ,71 ,73 ,15 
42 ,38 ,43 ,44 ,47 
49 ,59 ,44 ,56 ,37 
29 ,38 ,37 ,38 ,60 
69 ,61 ,62 ,61 ,28 
54 ,52 ,46 ,47 ,55 
35 ,40 ,42 ,38 ,64 
34 ,25 ,21 ,19 ,70 
32 ,23 ,26 ,23 ,71 
59 ,67 ,56 ,68 ,28 
34 ,35 ,35 ,26 ,57 
20 ,26 ,26 ,27 ,70 
76 ,74 ,77 ,87 ,24 
47 ,51 ,43 ,47 ,52 
25 ,13 ,20 ,18 ,64 
63 ,59 ,60 ,65 ,27 
58 ,55 ,66 ,57 ,24 
56 ,50 ,52 ,56 ,39 
43 ,39 ,51 ,49 ,51 
68 ,72 ,77 ,77 ,18 
50 ,42 ,43 ,39 ,48 
45 ,40 ,44 ,48 ,49 
74 ,82 ,78 ,78 ,23 
50 ,42 ,47 ,36 ,49 
43 ,35 ,43 ,39 ,65 
67 ,61 ,50 ,57 ,44 
43 ,44 ,36 ,44 ,47 
72 ,78 ,73 ,70 ,18 
52 ,60 ,50 ,46 ,37 
55 ,55 ,55 ,51 ,39 
29 ,23 ,21 ,21 ,68 
29 ,28 ,16 ,24 ,69 
74 ,65 ,67 ,69 ,34 
67 ,67 ,59 ,65 ,29 
60 ,68 ,68 ,65 ,30 
73 ,63 ,67 ,65 ,32 
57 ,60 ,57 ,48 ,40 
39 ,50 ,39 ,43 ,48 
59 ,64 ,67 ,59 ,28 
35 ,41 ,35 ,37 ,62 
53 ,54 ,55 ,57 ,40 
34 ,35 ,43 ,38 ,63 
18 ,24 ,30 ,16 ,67 
65 ,62 ,61 ,60 ,27 
64 ,53 ,66 ,64 ,27 
35 ,34 ,30 ,28 ,57 
28 ,25 ,22 ,32 ,72 
66 ,61 ,55 ,66 ,27 
65 ,62 ,56 ,69 ,28 
37 ,31 ,33 ,40 ,60 
61 ,65 ,68 ,65 ,30 
67 ,66 ,77 ,69 ,35 
28 ,31 ,34 ,34 ,77 
83 ,79 ,75 ,80 ,24 
67 ,59 ,62 ,75 ,31 
34 ,26 ,34 ,47 ,60 
37 ,40 ,42 ,35 ,64 
70 ,67 ,66 ,61 ,31 
65 ,67 ,67 ,74 ,33 
46 ,56 ,45 ,46 ,53 
36 ,37 ,36 ,36 ,61 
50 ,58 ,52 ,58 ,39 
57 ,59 ,50 ,56 ,41 
64 ,66 ,62 ,56 ,27 
67 ,63 ,54 ,67 ,28 
44 ,61 ,62 ,50 ,39 
50 ,31 ,34 ,33 ,62 
42 ,53 ,45 ,45 ,51 
27 ,28 ,23 ,22 ,70 
32 ,37 ,39 ,30 ,59 
40 ,44 ,31 ,31 ,62 
58 ,64 ,65 ,66 ,28 
72 ,74 ,77 ,75 ,20 
84 ,77 ,73 ,74 ,22 
34 ,33 ,22 ,38 ,57 
86 ,73 ,68 ,87 ,24 
23 ,32 ,34 ,40 ,57 
60 ,68 ,66 ,66 ,30 
46 ,60 ,54 ,54 ,39 
41 ,50 ,41 ,42 ,49 
55 ,54 ,53 ,64 ,42 
48 ,53 ,49 ,54 ,36 
56 ,71 ,66 ,64 ,29 
44 ,46 ,41 ,40 ,48 
28 ,32 ,27 ,13 ,70 
67 ,58 ,62 ,67 ,29 
35 ,23 ,23 ,33 ,73 
29 ,27 ,17 ,15 ,67 
62 ,75 ,70 ,73 ,15 
53 ,62 ,63 ,44 ,41 
53 ,58 ,55 ,56 ,41 
43 ,41 ,42 ,46 ,48 
34 ,36 ,33 ,35 ,59 
26 ,21 ,23 ,27 ,69 
75 ,74 ,60 ,70 ,15 
49 ,48 ,54 ,52 ,56 
23 ,24 ,30 ,28 ,71 
62 ,56 ,65 ,59 ,26 
62 ,57 ,52 ,56 ,42 
24 ,26 ,21 ,25 ,69 
43 ,33 ,34 ,18 ,57 
79 ,71 ,77 ,68 ,19 
81 ,78 ,73 ,64 ,19 
31 ,39 ,43 ,43 ,64 
57 ,57 ,53 ,64 ,43 
43 ,44 ,44 ,47 ,49 
42 ,20 ,37 ,36 ,59 
72 ,74 ,73 ,79 ,19 
76 ,76 ,76 ,71 ,20 
61 ,61 ,57 ,56 ,44 
53 ,53 ,61 ,63 ,43 
40 ,47 ,48 ,45 ,50 
57 ,69 ,69 ,58 ,28 
69 ,71 ,59 ,64 ,31 
33 ,32 ,30 ,21 ,74 
46 ,42 ,48 ,40 ,49 
43 ,43 ,45 ,46 ,49 
26 ,26 ,15 ,30 ,69 
79 ,74 ,84 ,72 ,22 
58 ,53 ,53 ,48 ,38 
48 ,47 ,60 ,50 ,56 
60 ,62 ,67 ,66 ,29 
66 ,66 ,68 ,63 ,31 
51 ,37 ,40 ,49 ,49 
53 ,57 ,44 ,49 ,56 
85 ,79 ,66 ,85 ,24 
51 ,62 ,54 ,55 ,41 
68 ,58 ,63 ,70 ,30 
42 ,33 ,39 ,35 ,62 
65 ,73 ,68 ,65 ,33 
75 ,77 ,69 ,81 ,20 
59 ,52 ,53 ,62 ,41 
52 ,56 ,53 ,52 ,38 
73 ,75 ,61 ,61 ,32 
21 ,23 ,30 ,16 ,68 
26 ,24 ,24 ,23 ,69 
56 ,54 ,55 ,57 ,40 
30 ,26 ,27 ,30 ,74 
75 ,75 ,81 ,73 ,21 
41 ,40 ,43 ,43 ,47 
42 ,47 ,46 ,48 ,51 
22 ,28 ,20 ,29 ,70 
46 ,40 ,40 ,44 ,47 
25 ,29 ,22 ,22 ,70 
77 ,80 ,78 ,79 ,24 
54 ,41 ,51 ,38 ,51 
30 ,31 ,34 ,44 ,60 
44 ,38 ,36 ,32 ,63 
68 ,61 ,64 ,58 ,28 
70 ,72 ,65 ,67 ,33 
41 ,51 ,34 ,44 ,48 
43 ,53 ,50 ,44 ,53 
64 ,70 ,52 ,56 ,25 
41 ,29 ,42 ,35 ,62 
21 ,27 ,39 ,24 ,73 
39 ,45 ,57 ,54 ,54 
51 ,51 ,58 ,53 ,38 
58 ,58 ,54 ,54 ,41 
77 ,84 ,76 ,74 ,23 
51 ,58 ,53 ,56 ,39 
56 ,44 ,48 ,56 ,56 
35 ,47 ,51 ,35 ,47 
80 ,75 ,73 ,75 ,21 
42 ,49 ,51 ,49 ,53 
31 ,31 ,31 ,28 ,75 
63 ,67 ,62 ,65 ,29 
52 ,61 ,54 ,45 ,38 
56 ,57 ,55 ,55 ,41 
35 ,40 ,29 ,41 ,61 
77 ,70 ,83 ,62 ,18 
82 ,74 ,76 ,71 ,21 
65 ,68 ,60 ,64 ,29 
24 ,29 ,30 ,21 ,71 
76 ,78 ,72 ,71 ,19 
78 ,61 ,64 ,71 ,33 
41 ,33 ,47 ,33 ,63 
73 ,83 ,66 ,80 ,21 
30 ,38 ,30 ,35 ,58 
85 ,78 ,80 ,70 ,23 
65 ,57 ,59 ,60 ,25 
57 ,60 ,43 ,51 ,38 
21 ,20 ,17 ,22 ,65 
74 ,76 ,77 ,66 ,18 
20 ,24 ,20 ,18 ,66 
71 ,69 ,62 ,68 ,32 
66 ,65 ,58 ,60 ,27 
44 ,27 ,24 ,26 ,75 
58 ,67 ,60 ,51 ,44 
63 ,65 ,63 ,63 ,29 
29 ,20 ,21 ,27 ,69 
62 ,66 ,60 ,65 ,28 
32 ,35 ,34 ,28 ,57 
28 ,37 ,36 ,29 ,58 
39 ,45 ,47 ,46 ,49 
32 ,34 ,39 ,34 ,59 
58 ,70 ,62 ,66 ,29 
57 ,65 ,73 ,72 ,32 
61 ,54 ,63 ,50 ,42 
57 ,69 ,67 ,77 ,32 
43 ,54 ,36 ,47 ,50 
32 ,41 ,43 ,30 ,62 
26 ,29 ,21 ,29 ,71 
75 ,80 ,85 ,82 ,25 
56 ,55 ,46 ,49 ,37 
44 ,50 ,39 ,47 ,50 
57 ,54 ,53 ,46 ,37 
59 ,62 ,58 ,53 ,43 
41 ,39 ,31 ,37 ,62 
75 ,74 ,78 ,75 ,20 
73 ,76 ,76 ,79 ,21 
57 ,52 ,68 ,50 ,42 
34 ,38 ,29 ,32 ,58 
46 ,48 ,46 ,38 ,49 
47 ,45 ,57 ,43 ,33 
64 ,55 ,66 ,67 ,28 
68 ,61 ,60 ,57 ,27 
31 ,23 ,36 ,27 ,74 
61 ,55 ,67 ,73 ,29 
44 ,43 ,47 ,40 ,49 
24 ,30 ,23 ,16 ,68 
77 ,80 ,76 ,70 ,21 
43 ,33 ,35 ,45 ,64 
25 ,29 ,24 ,20 ,69 
16 ,32 ,27 ,22 ,69 
56 ,52 ,65 ,70 ,26 
73 ,65 ,56 ,54 ,27 
51 ,48 ,47 ,43 ,52 
64 ,71 ,65 ,56 ,29 
46 ,49 ,40 ,42 ,49 
37 ,20 ,30 ,27 ,74 
45 ,47 ,48 ,45 ,51 
54 ,59 ,60 ,71 ,26 
27 ,34 ,35 ,37 ,58 
37 ,35 ,32 ,36 ,60 
24 ,26 ,19 ,30 ,70 
70 ,74 ,75 ,77 ,19 
78 ,72 ,83 ,79 ,23 
35 ,33 ,43 ,28 ,60 
44 ,41 ,49 ,40 ,48 
54 ,49 ,37 ,52 ,53 
75 ,74 ,76 ,73 ,20 
47 ,50 ,57 ,55 ,37 
63 ,55 ,59 ,55 ,43 
46 ,46 ,41 ,39 ,48 
29 ,31 ,29 ,25 ,73 
80 ,72 ,67 ,77 ,19 
75 ,84 ,75 ,75 ,22 
53 ,56 ,48 ,52 ,37 
42 ,22 ,17 ,26 ,72 
38 ,55 ,52 ,53 ,35 
59 ,68 ,65 ,62 ,29 
46 ,54 ,56 ,53 ,38 
64 ,61 ,64 ,61 ,28 
34 ,36 ,37 ,39 ,62 
56 ,53 ,48 ,56 ,38 
35 ,34 ,49 ,30 ,62 
21 ,27 ,22 ,19 ,67 
45 ,50 ,49 ,48 ,53 
43 ,39 ,24 ,31 ,59 
45 ,45 ,41 ,43 ,48 
58 ,55 ,59 ,64 ,44 
79 ,69 ,75 ,79 ,21 
58 ,56 ,45 ,41 ,35 
61 ,65 ,53 ,60 ,45 
34 ,40 ,37 ,30 ,60 
47 ,41 ,44 ,46 ,50 
27 ,17 ,20 ,24 ,67 
75 ,89 ,72 ,72 ,22 
47 ,45 ,48 ,50 ,33 
41 ,40 ,28 ,32 ,60 
74 ,82 ,70 ,70 ,19 
49 ,50 ,47 ,49 ,54 
20 ,20 ,26 ,38 ,71 
60 ,65 ,71 ,58 ,29 
74 ,69 ,71 ,66 ,35 
57 ,52 ,50 ,54 ,38 
37 ,30 ,40 ,43 ,62 
79 ,71 ,81 ,68 ,20 
72 ,82 ,71 ,76 ,20 
42 ,53 ,45 ,45 ,51 
40 ,34 ,34 ,41 ,62 
40 ,29 ,30 ,38 ,60 
70 ,66 ,58 ,64 ,29 
60 ,53 ,56 ,48 ,39 
39 ,45 ,40 ,55 ,50 
32 ,23 ,29 ,21 ,71 
31 ,37 ,31 ,35 ,59 
